"School Year",State,"NCES LEA ID",LEA,School,"NCES SCH ID","Data Group","Data Description",Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,"Academic Subject","Program Type",Outcome
2016-2017,"NEW JERSEY",3404800,"Essex County Vocational Technical School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3404830,"ESSEX FELLS SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3404860,"ESTELL MANOR CITY SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3404890,"Evesham Township School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3404920,"Ewing Township School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3404950,"Fair Haven School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3404980,"Fair Lawn Public School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405010,"Fairfield Public Schools School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405040,"Fairfield Township School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405070,"Fairview Public School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405130,"Farmingdale Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405190,"Flemington-Raritan Regional School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405220,"Florence Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405250,"FLORHAM PARK PUBLIC SCHOOLS",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405280,"Folsom Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405310,"Fort Lee School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405340,"Frankford Township Consolidated School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405370,"FRANKLIN LAKES  SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405400,"Franklin Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405430,"Township of Franklin School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405460,"Franklin Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405490,"Franklin Township Public School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405520,"Franklin Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405550,"FREDON TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405580,"Freehold Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405610,"Freehold Regional High School District",,,814,"Chronic absenteeism table",14,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405640,"Freehold Township School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405670,"FRELINGHUYSEN TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405700,"Frenchtown Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405730,"GALLOWAY TOWNSHIP PUBLIC SCHOOLS",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405760,"GARFIELD PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405790,"Garwood Boro",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405820,"GATEWAY REGIONAL SCHOOL DISTRICT",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405850,"Gibbsboro Elementary School",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405880,"Glassboro School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405940,"Glen Ridge Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3405970,"GLEN ROCK PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406000,"Gloucester City Public School District",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406030,"GLOUCESTER TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",27,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406040,"Gloucester County Vocational-Technical School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406060,"Greater Egg Harbor Regional High School District",,,814,"Chronic absenteeism table",25,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406090,"Green Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406120,"Green Brook Township Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406150,"GREENWICH TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406180,"Greenwich Township School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406210,"Greenwich Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406240,"GUTTENBERG SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406270,"Hackensack School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406300,"Hackettstown Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406330,"HADDON HEIGHTS School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406360,"HADDON TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406390,"HADDONFIELD SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406420,"Hainesport Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406450,"Haledon Public School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406480,"Hamburg School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406510,"HAMILTON TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",33,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406540,"Hamilton Township Public School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406570,"Hammonton School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406600,"HAMPTON BOROUGH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406630,"HAMPTON TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406660,"Hanover Park Regional High School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406690,"Hanover Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406720,"Harding Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406780,"Hardyston Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406810,"HARMONY TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406840,"Harrington Park School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406870,"Harrison Public Schools",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406900,"HARRISON TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406930,"Hasbrouck Heights School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406960,"HAWORTH PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3406990,"Hawthorne Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407050,"Henry Hudson Regional School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407110,"HIGH BRIDGE BOROUGH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407140,"HIGH POINT REGIONAL HIGH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407170,"Highland Park Boro School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407200,"Highlands Borough School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407230,"Hillsborough Township Public School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407260,"HILLSDALE SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407290,"Hillside Board of Education",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407320,"Ho-Ho-Kus School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407350,"Hoboken Public School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407380,"Holland Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407410,"Holmdel Township School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407440,"Hopatcong Borough School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407470,"Hope Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407500,"Hopewell Township School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407530,"Hopewell Valley Regional School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407560,"HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407570,"Hudson County Schools of Technology School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407590,"Hunterdon Central Regional High School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407680,"IRVINGTON PUBLIC SCHOOLS DISTRICT",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407710,"Island Heights School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407740,"Jackson Township School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407770,"Jamesburg Public School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407800,"Jefferson Township Public School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407830,"Jersey City School District",,,814,"Chronic absenteeism table",123,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407860,"Keansburg School District",,,814,"Chronic absenteeism table",17,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407890,Kearny,,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407920,"KENILWORTH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407950,"Keyport School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3407980,"Kingsway Regional School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408010,"KINGWOOD TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408040,"Kinnelon School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408060,"Kittatinny Regional School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408070,"KNOWLTON TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408100,"Lacey Township School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408130,"LAFAYETTE TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408160,"Lakehurst School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408190,"Lakeland Regional High School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408220,"Lakewood Township School District",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408280,"LAUREL SPRINGS SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408310,"Lavallette Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408340,"Lawnside School Distric",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408370,"Lawrence Township School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408400,"Lawrence Township Public School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408430,"Lebanon Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408460,"Lebanon Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408490,"Lenape Regional High School District",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408500,"Lenape Valley Regional High School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408520,"Leonia Public School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408580,"Lincoln Park School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408610,"Linden Public School District",,,814,"Chronic absenteeism table",17,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408640,"Lindenwold Public School District",,,814,"Chronic absenteeism table",48,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408670,"Linwood City School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408700,"Little Egg Harbor Township School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408730,"Little Falls Township Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408760,"Little Ferry Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408790,"LITTLE SILVER BORO SCHOOL DISTRICT",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408820,"Livingston Board of Education School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408850,"Lodi School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408880,"Logan Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408910,"Long Beach Island Consolidated School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3408940,"LONG BRANCH PUBLIC SCHOOL District",,,814,"Chronic absenteeism table",36,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409000,"Lopatcong Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409030,"THE LOWER ALLOWAYS CREEK SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409090,"Lower Cape May Regional School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409120,"PENNSVILLE PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409150,"Lower Township Elementary School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409180,"Lumberton Township Board of Education",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409210,"Lyndhurst School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409240,"Madison Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409270,"Old Bridge Township School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409300,"Magnolia School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409330,"Mahwah Township Public School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409360,"MAINLAND REGIONAL HIGH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409390,"Manalapan-Englishtown Regional Schools School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409420,"Manasquan School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409450,"Manchester Township School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409480,"Mannington Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409510,"Mansfield Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409540,"Mansfield Township Elementary School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409550,"North Warren Regional School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409600,"Mantua Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409630,"Manville Board of Education",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409660,"Maple Shade School District",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409690,"Margate City School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409720,"MARLBORO TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409750,"Matawan-Aberdeen Regional School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409780,"MAURICE RIVER TOWNSHIP SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409810,"MAYWOOD SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409840,"Medford Lakes School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409870,"Medford Township School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409900,"MENDHAM BOROUGH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409930,"Mendham Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409950,"Area Vocational Technical Schools of Mercer County",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409960,"Merchantville School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3409990,"Metuchen Public School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410020,"Middle Township Public School District",,,814,"Chronic absenteeism table",26,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410050,"Middlesex Borough School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410080,"Middlesex County Vocational and Technical School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410110,"MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410140,"Midland Park School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410170,"Milford Borough School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410200,"Millburn Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410230,"Millstone Township School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410290,"Milltown School District",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410320,"MILLVILLE  SCHOOL DISTRICT",,,814,"Chronic absenteeism table",25,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410350,"Mine Hill Township School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410380,"MONMOUTH BEACH ELEMENTARY SCHOOL DISTRICT",,,814,"Chronic absenteeism table",0,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410440,"MONMOUTH REGIONAL HIGH SCHOOL DISTRICT",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"NEW JERSEY",3410470,"MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
